customer_id,customer_name,city,state,order_count,total_revenue,average_order_value,customer_tenure_days,clv,clv_tier
14927,Sneha Brown,Guwahati,Assam,1,10338.85,10338.85,0.0,15508.28,Medium
14930,Ritu Kumar,Dehradun,Uttarakhand,2,2567.33,1283.66,522.0,3850.98,Low
14931,Joseph Brown,Pune,Maharashtra,1,19130.82,19130.82,0.0,28696.23,Medium
14932,James Nair,Ranchi,Jharkhand,3,64966.84,21655.61,700.0,97450.25,Top
14936,Linda Williams,Panaji,Goa,3,24121.84,8040.61,605.0,36182.75,High
14937,Nikhil Rao,Panaji,Goa,2,19104.33,9552.17,377.0,28656.51,Medium
14939,Barbara Malhotra,Chandigarh,Punjab,4,55186.07,13796.52,357.0,82779.12,Top
14940,Sneha Reddy,Hyderabad,Telangana,1,6952.490000000001,6952.49,0.0,10428.74,Low
14944,Divya Rodriguez,Dehradun,Uttarakhand,1,4043.07,4043.07,0.0,6064.6,Low
14946,Joseph Desai,Mumbai,Maharashtra,2,14814.45,7407.22,478.0,22221.66,Medium
14947,Divya Johnson,Hyderabad,Telangana,1,2108.93,2108.93,0.0,3163.39,Low
14948,Charles Singh,Warangal,Telangana,1,2585.44,2585.44,0.0,3878.16,Low
14949,Jessica Brown,Chandigarh,Punjab,2,31075.92000000001,15537.96,805.0,41691.92,High
14950,Jessica Singh,Chandigarh,Punjab,1,14417.990000000002,14417.99,0.0,21626.98,Medium
14951,Sarah Chopra,Udaipur,Rajasthan,5,41144.24,8228.85,762.0,58314.69,High
14952,Priya Patel,Panaji,Goa,1,12368.12,12368.12,0.0,18552.18,Medium
14955,Sarah Chopra,Raipur,Chhattisgarh,10,129094.87,12909.49,1031.0,135230.35,Top
14956,William Martinez,Bengaluru,Karnataka,14,200691.32,14335.09,1053.0,205837.19,Top
14958,Thomas Brown,Mumbai,Maharashtra,1,1702.74,1702.74,0.0,2554.11,Low
14959,Joseph Shah,Panaji,Goa,1,15122.39,15122.39,0.0,22683.58,Medium
14960,Isha Sharma,Mumbai,Maharashtra,2,13651.56,6825.78,304.0,20477.34,Medium
14961,Amit Jones,Panaji,Goa,2,11257.17,5628.58,215.0,16885.74,Medium
14963,William Johnson,Raipur,Chhattisgarh,1,3201.27,3201.27,0.0,4801.9,Low
14964,Isha Singh,Kolkata,West Bengal,6,109757.64,18292.94,770.0,153945.78,Top
14965,James Brown,Jaipur,Rajasthan,5,108188.03,21637.61,865.0,135078.72,Top
14967,Michael Nair,Siliguri,West Bengal,1,19850.71,19850.71,0.0,29776.06,Medium
14969,Jessica Joshi,Chandigarh,Punjab,25,277831.86,11113.27,988.0,303702.72,Top
14973,Jessica Kapoor,Indore,Madhya Pradesh,1,5680.35,5680.35,0.0,8520.53,Low
14974,William Malhotra,Mysuru,Karnataka,1,4356.06,4356.06,0.0,6534.09,Low
14975,Karan Mehta,Jaipur,Rajasthan,2,6820.24,3410.12,43.0,10230.36,Low
14976,James Pillai,Thiruvananthapuram,Kerala,1,498.85,498.85,0.0,748.28,Low
14979,Jennifer Brown,Siliguri,West Bengal,7,62530.47,8932.92,994.0,67940.52,High
14981,Linda Singh,Kochi,Kerala,5,41283.06,8256.61,502.0,61924.58,High
14983,Sarah Rodriguez,Nagpur,Maharashtra,1,26358.98,26358.98,0.0,39538.47,High
14985,William Malhotra,Kolkata,West Bengal,1,8076.960000000001,8076.96,0.0,12115.44,Low
14986,Kavya Kumar,Dehradun,Uttarakhand,3,20471.39,6823.8,610.0,30707.1,Medium
14987,Patricia Johnson,Hyderabad,Telangana,1,21791.46,21791.46,0.0,32687.19,Medium
14989,James Martinez,Bengaluru,Karnataka,1,1466.61,1466.61,0.0,2199.92,Low
14991,Neha Brown,Warangal,Telangana,7,122213.74,17459.11,1049.0,125825.43,Top
14993,Nikhil Rao,Bhubaneswar,Odisha,1,4399.83,4399.83,0.0,6599.74,Low
14994,Susan Singh,Mysuru,Karnataka,1,19296.97,19296.97,0.0,28945.46,Medium
14996,Priya Brown,Nagpur,Maharashtra,2,8994.19,4497.1,620.0,13491.3,Low
14997,Amit Gupta,Bengaluru,Karnataka,7,75545.93000000001,10792.28,583.0,113318.94,Top
14999,Charles Smith,Guwahati,Assam,1,12636.68,12636.68,0.0,18955.02,Medium
15001,Patricia Verma,Bengaluru,Karnataka,2,23146.15,11573.08,410.0,34719.24,High
15005,Rahul Jones,Pune,Maharashtra,1,61820.08,61820.08,0.0,92730.12,Top
15006,Linda Shah,Ranchi,Jharkhand,1,772.35,772.35,0.0,1158.53,Low
15007,Joseph Nair,Nagpur,Maharashtra,43,521922.36,12137.73,1056.0,533784.26,Top
15009,Varun Singh,Hyderabad,Telangana,4,43607.94,10901.98,559.0,65411.88,High
15015,Neha Kapoor,Kanpur,Uttar Pradesh,3,17335.510000000002,5778.5,438.0,26003.25,Medium
15016,Karan Mehta,Delhi,Delhi,2,40068.69,20034.34,406.0,60103.02,High
15017,Arjun Iyer,Panaji,Goa,2,12154.19,6077.09,60.0,18231.27,Medium
15018,Anjali Miller,Raipur,Chhattisgarh,1,2629.17,2629.17,0.0,3943.76,Low
15019,Mary Malhotra,Thiruvananthapuram,Kerala,2,32452.46,16226.23,94.0,48678.69,High
15020,Sneha Miller,Pune,Maharashtra,10,145374.91,14537.49,923.0,170102.81,Top
15021,Jennifer Mehta,Ranchi,Jharkhand,2,51281.77,25640.88,1006.0,55053.98,High
15022,Anjali Kumar,Patna,Bihar,1,5076.6900000000005,5076.69,0.0,7615.04,Low
15028,Rohan Pillai,Bhubaneswar,Odisha,3,60304.34,20101.45,308.0,90456.52,Top
15029,Karen Reddy,Kolkata,West Bengal,3,33360.98,11120.33,535.0,50041.49,High
15030,Pooja Davis,Mysuru,Karnataka,1,6271.38,6271.38,0.0,9407.07,Low
15031,Sanjay Pillai,Ranchi,Jharkhand,3,44555.64,14851.88,791.0,60834.5,High
15033,Mary Davis,Siliguri,West Bengal,2,33368.590000000004,16684.3,820.0,43948.89,High
15034,Meera Joshi,Kochi,Kerala,2,8579.7,4289.85,577.0,12869.55,Low
15036,Neha Desai,Udaipur,Rajasthan,1,31099.34,31099.34,0.0,46649.01,High
15040,James Desai,Coimbatore,Tamil Nadu,3,25972.64,8657.55,210.0,38958.97,High
15041,Aditya Desai,Mumbai,Maharashtra,1,49513.54,49513.54,0.0,74270.31,Top
15042,Robert Patel,Kanpur,Uttar Pradesh,3,18386.0,6128.67,548.0,27579.02,Medium
15046,Charles Shah,Kanpur,Uttar Pradesh,4,63780.77,15945.19,714.0,95671.14,Top
15047,Nikhil Singh,Kochi,Kerala,5,34096.94,6819.39,441.0,51145.42,High
15048,Michael Sharma,Lucknow,Uttar Pradesh,1,2836.4700000000003,2836.47,0.0,4254.7,Low
15049,Barbara Shah,Panaji,Goa,1,6086.03,6086.03,0.0,9129.04,Low
15050,Linda Smith,Udaipur,Rajasthan,2,39982.6,19991.3,80.0,59973.9,High
15053,Rahul Reddy,Ahmedabad,Gujarat,1,43592.1,43592.1,0.0,65388.15,High
15055,Rohan Miller,Bhubaneswar,Odisha,1,18390.38,18390.38,0.0,27585.57,Medium
15056,Kavya Miller,Coimbatore,Tamil Nadu,19,234419.22,12337.85,1056.0,239746.86,Top
15057,Pooja Miller,Bhubaneswar,Odisha,1,12587.49,12587.49,0.0,18881.24,Medium
15058,Jessica Johnson,Udaipur,Rajasthan,5,58314.52,11662.9,844.0,74620.45,Top
15060,Michael Davis,Thiruvananthapuram,Kerala,6,106779.85,17796.64,669.0,160169.76,Top
15061,Rohan Singh,Patna,Bihar,2,13261.05,6630.52,114.0,19891.56,Medium
15063,Kavya Rodriguez,Kochi,Kerala,1,12977.47,12977.47,0.0,19466.2,Medium
15065,David Reddy,Coimbatore,Tamil Nadu,2,7074.16,3537.08,267.0,10611.24,Low
15067,Rohan Chopra,Indore,Madhya Pradesh,4,66732.37,16683.09,1065.0,67672.25,High
15068,Mary Miller,Hyderabad,Telangana,1,1957.2,1957.2,0.0,2935.8,Low
15070,Susan Williams,Ahmedabad,Gujarat,3,15883.72,5294.57,950.0,18057.27,Medium
15074,Priya Joshi,Chandigarh,Punjab,2,103402.42,51701.21,511.0,155103.63,Top
15075,Susan Gupta,Panaji,Goa,3,43020.14,14340.05,600.0,64530.22,High
15076,Divya Malhotra,Surat,Gujarat,1,5675.32,5675.32,0.0,8512.98,Low
15081,Charles Martinez,Kolkata,West Bengal,6,111923.12,18653.85,879.0,137516.44,Top
15082,Nikhil Malhotra,Ranchi,Jharkhand,2,38006.27,19003.13,247.0,57009.39,High
15084,Jessica Johnson,Surat,Gujarat,2,8422.28,4211.14,236.0,12633.42,Low
15086,Vikram Miller,Bhopal,Madhya Pradesh,1,35462.01,35462.01,0.0,53193.02,High
15088,Varun Mehta,Siliguri,West Bengal,1,8821.61,8821.61,0.0,13232.42,Low
15092,Richard Patel,Bhopal,Madhya Pradesh,1,16338.29,16338.29,0.0,24507.44,Medium
15093,Charles Smith,Warangal,Telangana,1,1943.38,1943.38,0.0,2915.07,Low
15094,Amit Jones,Bengaluru,Karnataka,2,19977.41,9988.7,207.0,29966.1,Medium
15095,William Sharma,Coimbatore,Tamil Nadu,2,18649.15,9324.58,874.0,23044.73,Medium
15097,Barbara Malhotra,Delhi,Delhi,1,7886.51,7886.51,0.0,11829.76,Low
15098,John Reddy,Ranchi,Jharkhand,1,13009.36,13009.36,0.0,19514.04,Medium
15099,Rohan Desai,Nagpur,Maharashtra,8,82322.45,10290.31,1033.0,86068.03,Top
15100,James Joshi,Warangal,Telangana,4,72411.73999999999,18102.93,760.0,102900.87,Top
15101,Richard Williams,Surat,Gujarat,1,13363.46,13363.46,0.0,20045.19,Medium
15102,Aditya Reddy,Kanpur,Uttar Pradesh,8,110993.59,13874.2,791.0,151546.26,Top
15103,Rahul Desai,Raipur,Chhattisgarh,1,3158.32,3158.32,0.0,4737.48,Low
15104,Neha Garcia,Surat,Gujarat,14,153133.4,10938.1,742.0,222889.58,Top
15105,Neha Jones,Bhubaneswar,Odisha,2,40782.78,20391.39,399.0,61174.17,High
15106,Barbara Martinez,Guwahati,Assam,1,4947.93,4947.93,0.0,7421.9,Low
15108,David Miller,Guwahati,Assam,2,14503.12,7251.56,199.0,21754.68,Medium
15109,Vikram Mehta,Ahmedabad,Gujarat,2,36202.11,18101.06,292.0,54303.18,High
15110,Rohan Davis,Surat,Gujarat,2,39671.14,19835.57,135.0,59506.71,High
15112,Isha Shah,Chennai,Tamil Nadu,5,51486.12,10297.22,846.0,65726.94,High
15113,James Johnson,Surat,Gujarat,2,20520.23,10260.12,47.0,30780.36,Medium
15114,Barbara Sharma,Coimbatore,Tamil Nadu,1,6882.51,6882.51,0.0,10323.76,Low
15115,Amit Iyer,Indore,Madhya Pradesh,1,1530.41,1530.41,0.0,2295.62,Low
15116,Richard Garcia,Patna,Bihar,1,13300.22,13300.22,0.0,19950.33,Medium
15119,William Smith,Dehradun,Uttarakhand,3,17489.760000000002,5829.92,601.0,26234.64,Medium
15120,Aditya Mehta,Dehradun,Uttarakhand,1,4605.27,4605.27,0.0,6907.91,Low
15121,Aditya Johnson,Guwahati,Assam,1,6880.360000000001,6880.36,0.0,10320.54,Low
15123,Robert Jones,Bengaluru,Karnataka,4,57356.16,14339.04,652.0,86034.24,Top
15125,John Verma,Mysuru,Karnataka,1,4965.21,4965.21,0.0,7447.82,Low
15130,Barbara Desai,Lucknow,Uttar Pradesh,6,67063.94,11177.32,1069.0,67754.01,High
15133,Nikhil Singh,Dehradun,Uttarakhand,4,59205.36,14801.34,720.0,88808.04,Top
15135,Neha Pillai,Chennai,Tamil Nadu,1,2210.63,2210.63,0.0,3315.94,Low
15139,Thomas Jones,Nagpur,Maharashtra,1,6725.26,6725.26,0.0,10087.89,Low
15140,Varun Kapoor,Ranchi,Jharkhand,1,2469.58,2469.58,0.0,3704.37,Low
15141,John Malhotra,Siliguri,West Bengal,1,42397.0,42397.0,0.0,63595.5,High
15142,Neha Sharma,Dehradun,Uttarakhand,1,20530.39,20530.39,0.0,30795.58,Medium
15146,Patricia Shah,Kanpur,Uttar Pradesh,2,48043.89,24021.94,148.0,72065.82,Top
15147,David Joshi,Panaji,Goa,2,25063.69,12531.84,281.0,37595.52,High
15148,Joseph Desai,Kochi,Kerala,1,9806.76,9806.76,0.0,14710.14,Medium
15149,James Reddy,Surat,Gujarat,1,6488.02,6488.02,0.0,9732.03,Low
15150,James Jones,Siliguri,West Bengal,1,6694.24,6694.24,0.0,10041.36,Low
15151,Nikhil Verma,Warangal,Telangana,9,135605.13,15067.24,845.0,173317.84,Top
15152,Varun Chopra,Dehradun,Uttarakhand,1,12611.84,12611.84,0.0,18917.76,Medium
15153,Amit Jones,Patna,Bihar,1,9447.87,9447.87,0.0,14171.8,Low
15155,Neha Pillai,Nagpur,Maharashtra,1,28449.44,28449.44,0.0,42674.16,High
15156,Mary Smith,Lucknow,Uttar Pradesh,1,17507.08,17507.08,0.0,26260.62,Medium
15159,Divya Smith,Coimbatore,Tamil Nadu,2,54778.92,27389.46,457.0,82168.38,Top
15161,Jennifer Garcia,Bhopal,Madhya Pradesh,3,15865.82,5288.61,582.0,23798.74,Medium
15162,William Malhotra,Ahmedabad,Gujarat,2,16187.32,8093.66,270.0,24280.98,Medium
15163,Rohan Patel,Hyderabad,Telangana,4,43023.67,10755.92,776.0,59878.32,High
15164,Karan Reddy,Mumbai,Maharashtra,2,6168.049999999999,3084.02,256.0,9252.06,Low
15165,Rahul Jones,Pune,Maharashtra,6,148957.76,24826.29,525.0,223436.61,Top
15166,Michael Desai,Hyderabad,Telangana,4,52295.29,13073.82,831.0,67964.98,High
15167,Isha Sharma,Ahmedabad,Gujarat,4,97199.53,24299.88,590.0,145799.28,Top
15168,Sanjay Singh,Raipur,Chhattisgarh,4,78940.51000000001,19735.13,456.0,118410.78,Top
15170,Rahul Jones,Bhopal,Madhya Pradesh,3,25289.0,8429.67,465.0,37933.52,High
15176,Varun Martinez,Ahmedabad,Gujarat,19,187140.63,9849.51,943.0,214328.68,Top
15179,Richard Desai,Panaji,Goa,3,45521.61,15173.87,910.0,54025.65,High
15181,Mary Patel,Kochi,Kerala,4,34257.06,8564.26,603.0,51385.56,High
15184,Isha Reddy,Bengaluru,Karnataka,5,36739.51,7347.9,922.0,43035.42,High
15185,Isha Joshi,Indore,Madhya Pradesh,1,2567.97,2567.97,0.0,3851.96,Low
15187,James Williams,Kolkata,West Bengal,1,17373.78,17373.78,0.0,26060.67,Medium
15188,Divya Singh,Guwahati,Assam,1,7850.01,7850.01,0.0,11775.02,Low
15189,David Singh,Bengaluru,Karnataka,7,79259.01999999999,11322.72,968.0,88429.51,Top
15190,Anjali Pillai,Kanpur,Uttar Pradesh,1,10251.3,10251.3,0.0,15376.95,Medium
15191,Nikhil Garcia,Chandigarh,Punjab,1,5523.03,5523.03,0.0,8284.54,Low
15194,Barbara Martinez,Mysuru,Karnataka,1,5053.1,5053.1,0.0,7579.65,Low
15196,Pooja Reddy,Lucknow,Uttar Pradesh,1,14752.83,14752.83,0.0,22129.24,Medium
15197,Priya Miller,Mysuru,Karnataka,2,13225.26,6612.63,189.0,19837.89,Medium
15200,Sneha Pillai,Chandigarh,Punjab,22,223087.16,10140.33,987.0,244107.64,Top
15201,Mary Miller,Siliguri,West Bengal,1,3393.09,3393.09,0.0,5089.64,Low
15202,Varun Reddy,Lucknow,Uttar Pradesh,2,10936.11,5468.06,645.0,16404.18,Medium
15203,John Rodriguez,Bhopal,Madhya Pradesh,1,5747.33,5747.33,0.0,8620.99,Low
15204,Varun Miller,Bhubaneswar,Odisha,3,25000.03,8333.34,494.0,37500.03,High
15205,Mary Kumar,Hyderabad,Telangana,1,44027.7,44027.7,0.0,66041.55,High
15206,Priya Malhotra,Patna,Bihar,1,8385.109999999999,8385.11,0.0,12577.66,Low
15210,Aditya Pillai,Delhi,Delhi,5,63858.62,12771.72,1020.0,67614.99,High
15211,James Desai,Bengaluru,Karnataka,5,56630.36,11326.07,818.0,74768.68,Top
15212,Varun Williams,Chennai,Tamil Nadu,14,108867.7,7776.26,986.0,119246.5,Top
15213,Rohan Kumar,Lucknow,Uttar Pradesh,6,69583.35,11597.22,935.0,80374.32,Top
15214,Sanjay Martinez,Kolkata,West Bengal,3,129366.13,43122.04,457.0,194049.18,Top
15215,Jennifer Kapoor,Mysuru,Karnataka,2,10196.25,5098.12,788.0,13974.54,Low
15216,Robert Desai,Indore,Madhya Pradesh,2,15125.26,7562.63,684.0,22687.89,Medium
15218,Richard Gupta,Indore,Madhya Pradesh,1,371.56,371.56,0.0,557.34,Low
15225,Patricia Miller,Surat,Gujarat,2,21074.77,10537.38,433.0,31612.14,Medium
15227,Jessica Williams,Chandigarh,Punjab,3,45736.0,15245.33,889.0,55562.28,High
15232,Divya Miller,Mysuru,Karnataka,1,11726.92,11726.92,0.0,17590.38,Medium
15234,Barbara Sharma,Panaji,Goa,3,25153.13,8384.38,714.0,37729.71,High
15238,Arjun Malhotra,Nagpur,Maharashtra,1,743.12,743.12,0.0,1114.68,Low
15239,Nikhil Gupta,Udaipur,Rajasthan,2,20093.77,10046.88,317.0,30140.64,Medium
15241,Amit Brown,Dehradun,Uttarakhand,1,5721.26,5721.26,0.0,8581.89,Low
15243,Richard Kumar,Raipur,Chhattisgarh,1,3718.32,3718.32,0.0,5577.48,Low
15244,Arjun Garcia,Mysuru,Karnataka,5,87966.76,17593.35,608.0,131950.12,Top
15245,Charles Pillai,Kochi,Kerala,15,196175.87,13078.39,1051.0,201588.88,Top
15247,Rohan Brown,Bhopal,Madhya Pradesh,2,21771.84,10885.92,272.0,32657.76,Medium
15248,Jennifer Garcia,Coimbatore,Tamil Nadu,7,58112.48,8301.78,819.0,76631.82,Top
15250,Thomas Desai,Nagpur,Maharashtra,1,29699.67,29699.67,0.0,44549.5,High
15251,Susan Rao,Kolkata,West Bengal,7,65441.56,9348.79,896.0,78880.42,Top
15253,Michael Sharma,Jaipur,Rajasthan,1,5496.82,5496.82,0.0,8245.23,Low
15256,Isha Mehta,Warangal,Telangana,6,105165.44,17527.57,798.0,142329.14,Top
15257,Ritu Shah,Udaipur,Rajasthan,4,23411.44,5852.86,487.0,35117.16,High
15258,Mary Kumar,Jaipur,Rajasthan,2,15541.659999999998,7770.83,552.0,23312.49,Medium
15259,Jessica Verma,Ranchi,Jharkhand,1,8732.64,8732.64,0.0,13098.96,Low
15260,Karan Shah,Mysuru,Karnataka,2,37904.08,18952.04,393.0,56856.12,High
15261,Karen Williams,Chennai,Tamil Nadu,2,21309.77,10654.88,122.0,31964.64,Medium
15262,Priya Kumar,Delhi,Delhi,1,1922.79,1922.79,0.0,2884.18,Low
15264,Pooja Iyer,Panaji,Goa,2,13873.759999999998,6936.88,234.0,20810.64,Medium
15265,Nikhil Desai,Warangal,Telangana,6,88528.31,14754.72,598.0,132792.48,Top
15266,Aditya Davis,Indore,Madhya Pradesh,4,55165.11,13791.28,810.0,73553.49,Top
15268,Sneha Kapoor,Bhubaneswar,Odisha,2,38741.14,19370.57,14.0,58111.71,High
15269,Joseph Malhotra,Coimbatore,Tamil Nadu,2,23027.93,11513.96,239.0,34541.88,High
15270,John Smith,Chandigarh,Punjab,2,21270.25,10635.12,662.0,31905.36,Medium
15272,James Sharma,Thiruvananthapuram,Kerala,1,1719.63,1719.63,0.0,2579.45,Low
15273,Rohan Kumar,Hyderabad,Telangana,2,34764.86,17382.43,104.0,52147.29,High
15276,Nikhil Iyer,Jaipur,Rajasthan,1,38475.130000000005,38475.13,0.0,57712.69,High
15277,Rahul Malhotra,Bhubaneswar,Odisha,7,47485.86,6783.69,524.0,71228.74,Top
15280,Joseph Shah,Panaji,Goa,5,53430.84,10686.17,789.0,73137.29,Top
15281,Patricia Jones,Thiruvananthapuram,Kerala,2,34558.35,17279.18,91.0,51837.54,High
15284,Isha Shah,Thiruvananthapuram,Kerala,1,15675.17,15675.17,0.0,23512.76,Medium
15287,Anjali Malhotra,Ranchi,Jharkhand,1,2753.95,2753.95,0.0,4130.92,Low
15288,Pooja Jones,Warangal,Telangana,2,23221.65,11610.82,30.0,34832.46,High
15290,Rohan Johnson,Pune,Maharashtra,3,82567.35,27522.45,254.0,123851.02,Top
15291,Patricia Pillai,Jaipur,Rajasthan,2,23144.02,11572.01,187.0,34716.03,High
15292,William Desai,Bhubaneswar,Odisha,4,36875.93,9218.98,789.0,50476.54,High
15293,Charles Patel,Mumbai,Maharashtra,4,90522.55,22630.64,311.0,135783.84,Top
15297,Varun Singh,Raipur,Chhattisgarh,1,43716.72,43716.72,0.0,65575.08,High
15298,Richard Verma,Bhopal,Madhya Pradesh,1,1210.65,1210.65,0.0,1815.98,Low
15299,Ritu Williams,Ahmedabad,Gujarat,1,12805.71,12805.71,0.0,19208.56,Medium
15300,Pooja Martinez,Bhopal,Madhya Pradesh,2,13398.259999999998,6699.13,72.0,20097.39,Medium
15302,Divya Kapoor,Hyderabad,Telangana,2,20983.26,10491.63,5.0,31474.89,Medium
15303,Karan Shah,Kanpur,Uttar Pradesh,4,47143.630000000005,11785.91,694.0,70715.46,Top
15304,David Rao,Nagpur,Maharashtra,1,1164.4,1164.4,0.0,1746.6,Low
15306,Amit Sharma,Patna,Bihar,8,55664.2,6958.02,821.0,73224.47,Top
15307,Varun Kumar,Nagpur,Maharashtra,2,28162.38,14081.19,681.0,42243.57,High
15309,Karen Johnson,Warangal,Telangana,1,17690.63,17690.63,0.0,26535.94,Medium
15310,David Martinez,Delhi,Delhi,2,4573.15,2286.57,463.0,6859.71,Low
15311,David Martinez,Panaji,Goa,2,11842.879999999996,5921.44,613.0,17764.32,Medium
15312,Kavya Smith,Warangal,Telangana,1,12652.35,12652.35,0.0,18978.53,Medium
15313,David Martinez,Guwahati,Assam,2,18240.42,9120.21,512.0,27360.63,Medium
15314,Sanjay Patel,Patna,Bihar,3,24393.66,8131.22,468.0,36590.49,High
15317,Michael Kapoor,Panaji,Goa,1,22999.28,22999.28,0.0,34498.92,High
15318,Jennifer Chopra,Panaji,Goa,2,28185.68,14092.84,612.0,42278.52,High
15319,Sarah Martinez,Kanpur,Uttar Pradesh,1,19442.75,19442.75,0.0,29164.12,Medium
15320,Rahul Iyer,Coimbatore,Tamil Nadu,15,199745.29,13316.35,923.0,233721.42,Top
15321,Sanjay Malhotra,Jaipur,Rajasthan,2,27580.18,13790.09,69.0,41370.27,High
15322,Thomas Mehta,Warangal,Telangana,4,89954.62,22488.66,481.0,134931.96,Top
15323,Michael Patel,Mumbai,Maharashtra,2,11535.49,5767.74,808.0,15418.71,Medium
15324,Varun Miller,Coimbatore,Tamil Nadu,2,31635.46,15817.73,46.0,47453.19,High
15328,Nikhil Gupta,Coimbatore,Tamil Nadu,1,5159.25,5159.25,0.0,7738.88,Low
15329,Charles Nair,Ranchi,Jharkhand,2,23171.43,11585.72,361.0,34757.16,High
15330,Jennifer Joshi,Ahmedabad,Gujarat,8,106125.68,13265.71,875.0,130989.41,Top
15335,Charles Iyer,Bhopal,Madhya Pradesh,1,7150.009999999999,7150.01,0.0,10725.02,Low
15337,Thomas Kapoor,Raipur,Chhattisgarh,1,3868.83,3868.83,0.0,5803.24,Low
15338,Vikram Smith,Ahmedabad,Gujarat,2,40118.51,20059.25,180.0,60177.75,High
15341,Amit Nair,Indore,Madhya Pradesh,2,40114.5,20057.25,768.0,56411.02,High
15342,Varun Kapoor,Thiruvananthapuram,Kerala,1,3766.47,3766.47,0.0,5649.7,Low
15346,Nikhil Williams,Chandigarh,Punjab,1,8864.720000000001,8864.72,0.0,13297.08,Low
15347,Anjali Shah,Kochi,Kerala,2,23511.36,11755.68,740.0,34313.88,High
15350,Charles Jones,Guwahati,Assam,3,28520.1,9506.7,485.0,42780.15,High
15351,Robert Patel,Raipur,Chhattisgarh,22,357532.92,16251.5,1023.0,377454.19,Top
15352,Amit Rodriguez,Raipur,Chhattisgarh,1,12418.54,12418.54,0.0,18627.81,Medium
15354,William Reddy,Siliguri,West Bengal,2,77949.79,38974.89,335.0,116924.67,Top
15355,Rahul Malhotra,Hyderabad,Telangana,2,23265.28,11632.64,203.0,34897.92,High
15357,David Joshi,Kanpur,Uttar Pradesh,18,270658.96,15036.61,995.0,293780.6,Top
15358,Isha Brown,Pune,Maharashtra,1,3150.98,3150.98,0.0,4726.47,Low
15359,Priya Mehta,Kolkata,West Bengal,1,5197.56,5197.56,0.0,7796.34,Low
15360,Ritu Garcia,Coimbatore,Tamil Nadu,2,55520.82000000001,27760.41,500.0,83281.23,Top
15361,Jessica Joshi,Udaipur,Rajasthan,7,85865.37,12266.48,943.0,98339.97,Top
15363,Neha Desai,Nagpur,Maharashtra,16,125443.15,7840.2,967.0,140102.02,Top
15365,Rahul Davis,Mysuru,Karnataka,1,1084.53,1084.53,0.0,1626.8,Low
15367,Amit Brown,Hyderabad,Telangana,1,19033.25,19033.25,0.0,28549.88,Medium
15369,Sanjay Smith,Mysuru,Karnataka,3,33107.89,11035.96,595.0,49661.82,High
15371,Rohan Joshi,Chennai,Tamil Nadu,19,254933.81,13417.57,1037.0,265504.86,Top
15372,Karan Mehta,Chennai,Tamil Nadu,1,824.54,824.54,0.0,1236.81,Low
15373,Arjun Gupta,Bhopal,Madhya Pradesh,2,33128.19,16564.1,454.0,49692.3,High
15374,Karen Brown,Bhubaneswar,Odisha,2,39273.59999999999,19636.8,782.0,54239.75,High
15375,Susan Patel,Panaji,Goa,2,51602.03,25801.02,128.0,77403.06,Top
15376,Neha Patel,Kanpur,Uttar Pradesh,1,17388.62,17388.62,0.0,26082.93,Medium
15379,Thomas Martinez,Kanpur,Uttar Pradesh,1,7446.76,7446.76,0.0,11170.14,Low
15383,Patricia Singh,Bengaluru,Karnataka,1,1314.72,1314.72,0.0,1972.08,Low
15386,Thomas Jones,Udaipur,Rajasthan,1,5835.94,5835.94,0.0,8753.91,Low
15387,Ritu Gupta,Chandigarh,Punjab,2,11912.42,5956.21,164.0,17868.63,Medium
15388,David Reddy,Delhi,Delhi,1,11246.490000000002,11246.49,0.0,16869.74,Medium
15390,Elizabeth Singh,Surat,Gujarat,10,161038.92,16103.89,798.0,217947.38,Top
15394,Richard Kumar,Bhopal,Madhya Pradesh,1,348.57,348.57,0.0,522.86,Low
15395,Neha Garcia,Dehradun,Uttarakhand,1,18788.54,18788.54,0.0,28182.81,Medium
15397,David Williams,Coimbatore,Tamil Nadu,2,12623.29,6311.64,23.0,18934.92,Medium
15398,John Singh,Pune,Maharashtra,37,378826.38,10238.55,1066.0,383801.56,Top
15399,Elizabeth Miller,Guwahati,Assam,1,727.48,727.48,0.0,1091.22,Low
15401,Ritu Iyer,Chennai,Tamil Nadu,15,207821.03,13854.74,949.0,236508.73,Top
15402,Michael Sharma,Jaipur,Rajasthan,3,24870.32,8290.11,842.0,31900.19,Medium
15404,Amit Reddy,Dehradun,Uttarakhand,2,64363.93,32181.96,329.0,96545.88,Top
15405,Varun Mehta,Warangal,Telangana,1,12803.82,12803.82,0.0,19205.73,Medium
15408,Vikram Chopra,Dehradun,Uttarakhand,1,438.77,438.77,0.0,658.16,Low
15410,Sarah Nair,Mysuru,Karnataka,5,27004.61,5400.92,726.0,40172.13,High
15413,Linda Williams,Warangal,Telangana,1,6281.35,6281.35,0.0,9422.03,Low
15419,Susan Singh,Raipur,Chhattisgarh,3,16871.690000000002,5623.9,584.0,25307.55,Medium
15421,James Rodriguez,Bhubaneswar,Odisha,1,19473.7,19473.7,0.0,29210.55,Medium
15422,Sarah Jones,Dehradun,Uttarakhand,4,36888.47,9222.12,883.0,45118.41,High
15423,Joseph Williams,Patna,Bihar,6,110690.23,18448.37,915.0,130650.75,Top
15424,Sanjay Malhotra,Ahmedabad,Gujarat,3,29489.800000000003,9829.93,657.0,44234.68,High
